Suburb,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025
Lakelands,4,0,0,2,2,1,4,1,1,3,3,1
Lakemba,61,56,70,47,74,63,72,61,83,49,61,70
Lakesland,0,0,0,0,1,0,0,2,3,0,0,1
Lakewood,0,4,7,1,4,2,1,1,0,1,2,0
Lalalty,0,0,0,0,0,0,0,0,0,0,0,0
Lalor Park,62,53,38,62,58,48,53,46,50,32,38,61
Lambs Valley (Glen Innes Severn),0,0,1,0,0,0,0,0,0,0,0,0
Lambs Valley (Singleton),0,1,0,0,0,1,2,1,0,0,0,0
Lambton,26,22,32,23,29,30,36,26,34,37,46,24
Landervale,0,0,0,0,0,0,0,0,0,0,0,0
Lane Cove,23,25,39,24,39,26,33,37,28,23,33,38
Lane Cove North,33,29,15,27,16,16,20,18,22,18,28,17
Lane Cove West,7,5,11,4,9,0,2,6,6,6,4,3
Langley Vale,0,0,0,0,0,0,0,1,0,0,0,0
Lanitza,9,1,0,1,0,1,1,1,0,1,1,2
Lankeys Creek,0,0,0,1,0,0,0,0,0,0,0,0
Lansdowne (Canterbury-Bankstown),6,5,1,5,4,1,4,1,5,4,2,13
Lansdowne (Mid-Coast),2,1,3,1,8,1,2,1,3,2,2,2
Lansdowne Forest,0,0,0,0,0,0,0,0,0,1,0,0
Lansvale,20,30,40,26,21,22,14,20,21,11,19,24
Lapstone,2,2,3,1,3,0,5,1,3,0,1,0
Larbert,0,0,0,0,0,0,2,1,0,0,0,0
Largs,5,2,5,3,9,3,17,3,3,2,4,7
Larnook,1,0,0,1,1,0,3,1,0,0,5,5
Larras Lee,0,0,0,0,0,0,0,1,0,0,0,1
Laughtondale,0,2,3,0,2,0,0,3,1,2,0,1
Laurel Hill,0,0,0,0,0,0,0,0,0,0,0,0
Laurieton,8,6,12,11,7,20,10,14,12,12,6,9
Lavadia,0,0,0,1,1,0,0,1,0,0,0,0
Lavender Bay,4,3,3,3,5,2,3,2,4,2,3,1
Laverstock,1,0,0,0,0,0,0,0,0,0,0,0
Lavington,113,94,105,125,133,125,105,140,114,107,98,75
Lawrence,7,4,5,9,3,6,3,4,3,7,5,0
Lawson,3,10,2,10,8,10,13,8,13,9,9,9
Leadville,1,0,0,1,0,0,0,0,0,2,0,1
Leconfield,0,1,2,0,0,0,0,1,2,0,0,0
Lee Creek,0,0,0,0,0,0,0,0,0,0,0,0
Leeton,66,62,74,103,72,67,84,69,85,80,78,82
Leets Vale,0,0,1,0,0,1,0,0,0,2,0,0
Leeville,1,0,3,1,1,0,3,0,1,3,0,0
Legume,0,0,0,5,0,0,0,0,0,0,0,0
Leichhardt,61,63,47,73,79,66,60,62,51,63,77,60
Lemington,0,0,0,0,0,0,0,0,0,0,0,0
Lemon Tree,0,0,0,0,0,0,0,0,1,4,0,1
Lemon Tree Passage,12,12,14,15,27,26,17,12,17,17,17,15
Len Waters Estate,6,1,0,1,3,9,8,3,4,8,4,2
Lenaghan,0,0,0,0,0,1,2,2,0,0,0,0
Lennox Head,33,32,12,17,43,35,17,20,12,18,12,16
Leonay,1,3,1,9,7,10,7,2,4,6,3,4
Leppington,53,42,54,65,38,64,60,35,62,58,52,50
Lerida,0,0,0,0,0,0,0,0,0,2,0,0
Lethbridge Park,48,60,79,79,69,78,62,86,77,73,82,74
Leumeah,50,87,79,52,54,86,80,73,105,80,72,54
Leura,5,22,17,16,15,13,17,7,20,18,7,8
Levenstrath,0,0,0,0,0,0,0,1,0,0,0,0
Lewinsbrook,0,0,1,0,0,0,0,0,0,0,1,0
Lewis Ponds,0,0,0,1,0,0,1,0,0,0,0,0
Lewisham,23,20,32,12,12,23,27,23,23,19,22,12
Leycester,0,1,1,0,0,0,0,0,0,0,0,0
Liberty Grove,1,5,3,3,3,1,3,1,1,1,6,2
Lidcombe,85,113,93,134,129,104,108,118,105,139,144,173
Liddell,0,0,0,0,3,0,0,0,2,0,0,0
Lidsdale,4,3,4,5,0,0,4,2,1,5,1,7
Lidster,0,0,1,0,0,0,0,0,0,0,0,0
Lightning Ridge,29,42,42,60,56,46,62,45,51,48,59,39
Lilli Pilli (Eurobodalla),2,1,1,1,0,0,0,0,0,0,1,1
Lilli Pilli (Sutherland Shire),5,3,2,4,4,1,3,6,0,3,1,2
Lillian Rock,0,0,0,0,0,0,0,0,0,0,0,1
Lilydale,0,0,0,0,0,0,0,0,0,0,0,0
Lilyfield,36,44,28,43,28,47,43,37,38,43,35,49
Lilyvale,0,0,1,0,0,0,0,1,0,0,0,0
Limbri,0,0,0,0,0,0,0,0,0,0,1,0
Limeburners Creek (Mid-Coast),3,0,0,0,3,1,0,0,2,0,0,2
Limeburners Creek (Port Macquarie-Hastings),0,0,0,0,0,1,2,0,0,0,0,0
Limekilns,0,2,1,1,1,0,1,0,0,0,0,0
Limerick,0,0,0,0,0,0,0,0,0,0,0,0
Limestone,0,0,1,0,0,1,0,1,1,0,0,0
Limpinwood,3,1,0,0,0,0,0,0,0,1,0,0
Linburn,0,0,0,0,0,0,0,0,1,0,0,0
Linden,2,0,2,2,3,0,1,1,0,1,0,0
Lindendale,4,0,0,1,0,1,0,0,1,1,1,0
Lindesay,0,0,0,0,0,0,0,0,0,0,0,0
Lindesay Creek,1,0,1,1,0,0,0,0,0,0,0,0
Lindfield,11,26,15,22,33,8,19,9,31,22,23,20
Lindifferon,0,0,0,0,0,0,0,0,0,0,0,0
Linley Point,0,4,1,3,6,2,3,0,3,0,0,1
Lionsville,1,0,0,1,0,0,0,0,0,0,0,0
Lisarow,26,22,19,15,17,13,26,16,24,32,20,21
Lismore,167,149,167,126,117,144,118,146,144,121,134,174
Lismore Heights,14,12,6,5,12,9,3,9,13,7,2,9
Liston,0,0,0,0,0,0,0,0,0,0,0,0
Lithgow,66,85,95,79,76,65,63,56,91,77,85,79
Little Back Creek,1,0,0,1,0,0,0,0,0,0,0,0
Little Bay,22,26,23,17,16,16,17,13,11,8,22,17
Little Billabong,1,0,1,0,0,1,0,0,0,0,0,0
Little Forest,0,0,0,0,0,0,0,0,0,4,0,0
Little Hartley,1,1,0,1,1,1,2,2,0,0,2,0
Little Jacks Creek,0,0,0,0,0,0,0,0,0,0,0,0
Little Jilliby,2,0,2,1,0,0,0,0,0,0,0,0
Little Pelican,2,0,1,0,1,0,1,3,0,0,0,1
Little Plain,0,1,0,0,1,0,0,1,0,0,0,0
Little River,0,0,1,0,0,0,0,0,0,0,0,0
Little Topar,3,0,0,0,0,0,1,0,2,2,0,0
Little Wobby,0,0,0,1,0,0,0,0,0,0,0,0
Littleton,16,5,3,4,2,3,1,4,6,5,2,1
Liverpool,1036,1052,904,1095,1101,1303,1098,1049,1042,1093,1143,1158
Llanarth,2,7,3,2,8,3,4,3,4,10,3,7
Llandilo,9,14,12,7,8,9,12,9,10,9,12,13
Llangothlin,0,0,0,0,0,1,1,0,0,1,0,0
Lloyd,3,7,3,8,15,7,8,3,9,7,3,2
Loadstone,0,0,0,0,0,0,0,0,0,0,0,0
Lochiel,0,1,0,0,0,3,0,0,0,2,0,1
Lochinvar,15,9,13,13,20,3,9,8,7,10,9,10
Lockhart,2,15,3,12,6,14,8,7,14,2,9,3
Locksley,0,0,0,0,0,0,0,0,0,0,0,0
Loftus,4,7,12,6,10,5,10,8,9,5,8,14
Loftville,0,0,0,5,0,3,1,0,0,0,0,0
Logans Crossing,0,0,0,0,0,0,0,0,0,0,0,0
Logie Brae,0,0,0,0,0,0,2,0,0,0,0,0
Londonderry,24,17,17,18,12,16,14,6,20,11,24,11
Long Beach,0,7,2,5,3,3,4,3,3,7,8,1
Long Flat,0,1,0,1,2,1,1,2,2,0,0,7
Long Jetty,51,62,39,54,67,57,48,54,33,44,39,56
Long Plain (Inverell),0,0,0,0,0,0,0,0,0,0,0,0
Long Plain (Snowy Monaro Regional),0,0,0,0,0,0,0,0,0,0,0,0
Long Point (Campbelltown),2,0,3,2,0,0,1,0,0,0,0,0
Long Point (Singleton),0,0,0,0,0,0,0,0,2,0,0,0
Longarm,0,0,0,0,0,0,0,0,0,0,0,0
Longreach,0,0,0,0,0,0,1,0,0,0,0,0
Longueville,3,6,2,6,6,0,4,5,1,5,2,3
Loomberah,0,0,1,1,0,1,0,0,0,0,1,1
Lord Howe Island,0,0,0,1,2,0,0,0,0,0,1,0
Lords Hill,0,0,0,0,0,0,0,0,0,0,0,0
Lorn,2,4,6,5,3,11,3,10,2,3,2,1
Lorne,0,0,0,2,1,3,2,3,2,2,8,0
Lost River,0,0,1,0,0,0,0,0,0,1,0,0
Lostock,0,0,0,0,0,0,0,0,1,0,0,0
Louisa Creek,1,0,0,0,0,0,0,0,0,0,0,1
Louth,0,0,1,3,0,0,0,0,0,0,1,0
Louth Park,2,3,2,7,1,1,5,8,3,4,3,3
Lovedale,10,1,5,9,3,6,1,2,3,2,8,1
Lovett Bay,0,0,1,0,0,0,0,0,0,0,0,0
Lowanna,5,5,4,1,0,0,0,1,2,5,2,1
Lower Acacia Creek,0,0,0,0,0,0,0,0,0,1,0,0
Lower Bago,0,0,0,0,0,0,0,0,0,0,0,0
Lower Belford,1,1,0,1,0,2,0,1,0,0,2,1
Lower Boro,0,0,0,0,0,0,0,1,1,0,0,0
Lower Bottle Creek,0,0,0,0,4,2,0,0,0,0,0,0
Lower Creek,0,1,0,0,3,0,2,0,0,0,0,0
Lower Duck Creek,0,0,0,0,0,0,0,0,0,0,0,0
Lower Dyraaba,0,0,0,0,0,0,0,0,0,0,0,0
Lower Lewis Ponds,0,0,6,0,0,0,0,0,0,0,0,0
Lower Macdonald,0,0,0,0,0,0,0,1,1,0,0,1
Lower Mangrove,0,0,1,0,0,2,0,0,0,1,0,0
Lower Pappinbarra,0,0,0,0,0,1,0,0,0,0,0,0
Lower Peacock,0,0,0,0,0,0,0,0,0,0,0,0
Lower Portland,2,2,1,4,3,3,0,1,0,6,1,4
Lower Southgate,1,0,1,3,1,0,3,1,0,0,0,0
Lowesdale,1,0,0,0,3,0,3,0,0,0,0,0
Lowther,0,0,0,0,0,0,0,0,0,0,0,0
Loxford,3,4,6,3,7,0,7,1,1,0,6,3
Lucas Heights,0,2,0,0,0,0,0,0,3,0,0,1
Lucknow,1,1,2,0,0,2,0,0,4,1,0,0
Luddenham,5,8,12,2,4,11,10,6,7,15,15,8
Lue,0,0,1,0,1,0,1,1,1,0,0,0
Lugarno,3,8,3,11,19,24,11,6,12,3,12,11
Lurnea,69,51,43,63,49,57,36,52,61,35,44,42
Luskintyre,0,2,4,0,0,1,2,0,0,3,0,1
Lynchs Creek,0,0,0,0,1,0,0,0,0,0,0,0
Lyndhurst (Armidale Regional),0,0,0,0,1,0,0,0,0,0,0,0
Lyndhurst (Blayney),1,0,1,3,2,0,0,0,1,0,0,0
Lynwood,0,0,0,0,1,1,0,0,0,0,0,0
Mabins Well,0,0,0,0,0,0,0,0,0,0,0,0
Macdonalds Creek,0,0,0,0,0,0,0,0,0,0,0,0
Macksville,20,43,21,24,26,27,28,38,28,22,44,28
Maclean,23,27,22,20,25,15,33,38,34,30,23,17
Macmasters Beach,0,1,0,2,2,1,6,5,3,0,1,3
Macquarie Fields,124,120,122,116,110,136,118,148,117,117,107,108
Macquarie Hills,5,3,3,7,8,8,8,1,7,7,6,1
Macquarie Links,13,6,7,7,11,26,18,6,18,6,11,6
Macquarie Marshes,0,0,0,0,0,0,0,0,0,0,0,0
Macquarie Park,74,89,64,84,57,80,83,89,75,78,91,70
Macquarie Pass,0,0,0,0,0,0,0,0,0,0,0,1
Maddens Plains,0,1,0,2,2,1,0,1,0,0,0,0
Maffra,0,0,0,0,0,0,0,0,0,0,0,0
Magenta,3,3,2,4,2,4,3,8,1,8,2,3
Magometon,0,0,0,0,0,0,0,0,0,0,0,0
Maianbar,1,0,1,0,1,0,1,0,2,6,2,0
Maimuru,0,2,0,0,0,0,0,0,0,0,0,1
Main Arm,2,2,4,1,3,2,3,0,5,1,2,1
Main Creek,1,0,0,0,0,0,0,0,0,0,0,0
Mairjimmy,0,0,0,0,0,0,0,0,0,0,0,0
Maison Dieu,1,2,0,0,0,1,0,4,0,0,0,1
Maitland,132,129,123,91,108,101,131,91,132,115,99,102
Maitland Bar,0,0,0,0,0,0,0,0,0,0,0,0
Maitland Vale,0,0,0,2,0,0,0,0,1,0,0,0
Majors Creek,1,0,0,0,0,0,0,0,0,0,0,0
Malabar,27,11,29,25,19,13,37,22,28,17,20,21
Malabugilmah,0,0,0,0,0,0,2,0,1,3,2,0
Maldon,0,0,0,0,0,0,0,0,1,0,0,0
Mallabula,7,5,6,4,6,2,4,4,0,0,2,2
Mallan,0,0,1,0,2,0,0,0,0,2,0,0
Mallanganee,0,0,0,3,1,0,1,1,0,1,2,0
Mallee,2,1,0,0,0,0,3,0,0,0,0,0
Mallowa,0,1,0,0,0,0,0,0,0,0,0,1
Maloneys Beach,0,0,1,0,1,3,0,0,2,0,7,1
Malua Bay,5,5,3,3,14,7,7,3,5,5,3,5
Manar,0,0,0,0,0,2,0,0,0,1,0,0
Manchester Square,0,0,0,0,0,0,0,0,0,0,0,0
Mandagery,0,1,0,0,0,0,0,2,1,2,5,0
Mandalong,5,1,5,4,1,1,6,3,2,0,4,0
Mandemar,1,0,3,0,0,0,0,1,0,0,0,0
Mandurama,3,2,7,6,0,1,1,1,0,0,2,2
Mangerton,16,27,14,24,24,21,10,31,14,10,21,21
Mangoola,0,1,0,0,0,0,0,0,0,0,3,0
Mangoplah,1,0,0,2,0,0,0,0,0,0,0,0
Mangrove Creek,0,0,0,0,0,0,0,0,1,4,0,0
Mangrove Mountain,0,8,3,2,2,6,2,1,14,2,4,3
Manildra,6,6,4,2,0,4,1,3,8,0,2,0
Manilla,18,25,18,17,30,13,16,14,19,13,24,20
Manly,112,123,128,136,88,149,132,114,103,108,119,98
Manly Vale,8,17,25,22,17,16,22,16,28,11,16,15
Mannering Park,11,10,2,9,15,15,17,10,2,9,13,4
Manning Point,0,2,0,0,0,0,5,0,0,2,2,3
Mannus,0,0,0,0,0,2,0,0,0,0,0,0
Manobalai,0,0,0,0,0,0,0,0,0,2,0,0
Manton,5,0,2,5,1,2,2,2,3,0,4,0
Manyana,1,0,0,11,4,0,2,0,1,0,1,3
Maragle,0,1,2,1,0,1,0,0,0,0,0,0
Maraylya,2,0,6,1,6,0,2,3,1,1,3,2
Marayong,27,23,35,34,30,48,51,37,45,33,30,33
March,0,0,0,0,0,0,0,0,0,0,0,0
Marchmont,0,0,1,1,0,0,0,0,0,0,0,0
Mardi,21,25,27,13,11,21,17,21,22,13,24,19
Marengo,0,0,1,0,0,0,0,0,0,0,0,0
Mares Run,0,1,0,0,0,0,0,0,0,0,0,0
Marinna,0,0,0,0,0,0,0,0,0,0,0,0
Marks Point,13,16,5,7,7,13,18,9,10,7,5,9
Markwell,0,0,0,0,0,0,0,0,1,0,0,0
Marlee,0,4,1,0,5,0,2,0,0,0,0,2
Marlo Merrican,0,0,0,0,1,0,0,0,0,0,0,0
Marlow,0,0,0,0,0,0,0,0,0,0,0,0
Marlowe,0,0,0,0,0,0,0,0,0,0,0,0
Marmong Point,0,8,3,4,0,1,0,8,2,1,4,4
Marom Creek,0,0,0,0,0,0,0,0,0,0,0,0
Maroota,0,1,2,0,2,2,2,5,2,2,3,2
Maroubra,246,201,245,206,174,264,252,187,225,242,210,158
Marrangaroo,1,3,1,1,2,1,0,4,1,2,3,1
Marrar,2,1,0,3,0,0,0,0,0,0,2,0
Marrickville,206,211,219,187,168,170,178,180,203,189,200,201
Marsden Park,43,58,40,58,53,57,72,56,103,68,66,29
Marsfield,14,22,18,23,20,20,33,14,20,18,22,23
Marshall Mount,0,0,0,2,4,0,1,0,0,0,2,0
Marshdale,0,0,1,0,0,0,0,0,0,0,0,0
Marthaguy,0,0,0,0,0,6,1,2,0,0,0,1
Martindale,0,0,3,0,1,2,1,0,0,0,1,1
Martins Creek,3,0,1,1,1,2,0,1,0,0,0,2
Martinsville,2,2,0,1,4,7,2,0,1,3,1,1
Marulan,9,3,4,4,18,2,4,9,8,10,11,14
Maryland (Newcastle),21,32,36,29,23,33,35,28,28,34,14,24
Maryland (Tenterfield),0,0,0,0,0,0,0,0,0,0,0,0
Marys Mount,0,0,0,2,1,0,0,0,0,0,0,1
Maryvale,1,1,0,1,1,1,0,2,4,1,0,1
Maryville,7,9,5,4,5,8,10,1,2,14,8,5
Mascot,103,97,126,107,117,130,108,99,105,116,83,113
Matcham,0,1,2,2,1,2,6,0,0,1,0,0
Matheson,0,0,0,1,0,0,0,0,0,0,0,0
Mathoura,11,2,4,4,9,2,4,12,3,5,1,5
Matong,0,0,0,0,0,0,5,2,1,1,0,0
Matraville,47,46,40,56,26,45,50,44,55,38,39,42
Maude,0,1,0,1,1,0,0,0,1,0,0,0
Maules Creek,0,0,0,0,0,0,0,2,0,0,0,0
Maxwell,0,0,0,0,0,2,0,1,0,3,0,0
Maybole,0,0,0,0,0,0,0,0,0,0,0,0
Mayers Flat,0,0,0,0,0,0,0,3,5,0,0,0
Mayfield (Newcastle),93,75,66,75,85,114,81,96,98,115,116,94
Mayfield (Oberon),0,0,0,0,0,0,0,0,0,1,0,0
Mayfield (Queanbeyan-Palerang Regional),0,0,0,0,0,0,0,0,1,0,0,0
Mayfield (Shoalhaven),0,0,0,1,1,0,1,1,3,1,2,1
Mayfield East,14,9,10,8,6,6,10,8,7,12,8,5
Mayfield North,0,1,1,1,1,0,6,2,1,2,0,2
Mayfield West,11,24,23,14,18,14,17,19,24,22,22,9
Mayrung,0,1,0,0,3,0,0,0,1,1,0,0
Mays Hill,15,12,7,8,19,14,16,14,11,5,10,17
Mayvale,0,0,0,0,0,0,0,0,0,0,0,0
McCullys Gap,5,1,0,0,1,0,0,0,0,0,0,0
McDougalls Hill,4,1,0,2,0,5,0,0,0,2,1,2
McGraths Hill,4,7,6,5,11,10,3,7,8,6,4,15
McKees Hill,0,0,0,0,0,1,2,2,0,0,0,2
McKellars Park,0,4,1,0,0,2,0,0,0,0,0,0
McLeans Ridges,0,0,0,1,1,1,1,0,0,1,4,0
McLeods Shoot,0,0,0,1,0,0,0,0,0,0,0,0
McMahons Point,4,7,3,10,15,8,4,3,5,3,5,5
McMahons Reef,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Flat,1,0,2,5,0,0,0,0,11,0,0,0
Meadowbank,18,15,14,10,17,18,10,11,10,11,17,9
Mebbin,0,0,0,0,0,0,0,0,0,0,0,0
Mebul,0,0,0,0,1,0,1,1,0,0,1,0
Medlow Bath,3,3,2,4,4,1,2,8,0,7,4,0
Medowie,36,46,27,18,29,22,17,26,33,38,32,33
Medway,0,0,0,1,1,0,1,0,0,0,0,1
Meerschaum Vale,0,0,0,0,1,1,0,0,1,0,0,1
Megalong Valley,0,1,0,0,0,0,1,1,0,1,0,0
Megan,0,0,0,0,0,2,1,0,1,0,0,0
Melbergen,0,0,0,0,0,0,0,0,0,0,0,0
Melinga,0,0,0,0,0,0,0,1,0,0,2,0
Mellong,0,0,1,0,0,0,0,1,0,0,0,0
Mellool,0,0,0,0,0,0,0,0,0,0,0,0
Melonba,21,12,16,26,9,24,4,13,21,22,28,16
Melrose Park,6,9,5,7,5,10,11,6,8,3,6,8
Melville,2,0,0,0,0,0,1,0,0,0,0,0
Memagong,0,0,0,0,0,0,0,5,0,0,0,0
Menah,0,0,1,0,0,0,0,0,0,0,0,0
Menai,35,25,23,52,28,27,28,16,27,19,13,29
Menangle,4,1,5,5,7,7,4,6,3,4,2,1
Menangle Park,4,3,5,2,2,5,4,2,6,5,4,4
Mendooran,8,2,5,2,7,5,9,5,1,9,4,11
Menindee,9,16,11,11,5,14,21,8,7,13,16,10
Merah North,0,0,0,0,0,0,0,0,0,0,0,0
Merewether,74,78,84,52,68,87,114,110,92,85,58,65
Merewether Heights,2,4,2,2,4,6,1,1,1,2,5,2
Merimbula,28,17,22,17,42,35,38,16,22,17,26,22
Meringo,0,0,1,0,0,0,1,0,0,1,0,2
Mernot,0,0,0,0,0,0,0,0,0,0,0,0
Meroo,0,0,0,0,0,0,0,0,0,0,0,0
Meroo Meadow,4,1,3,2,3,0,2,0,0,0,0,0
Merotherie,0,0,0,0,0,0,0,0,0,0,0,0
Merriangaah,0,0,0,0,0,0,0,0,0,0,0,0
Merricumbene,0,0,0,0,0,0,0,0,0,0,0,0
Merrigal,0,0,0,0,0,0,0,0,0,0,0,0
Merrill,0,0,0,0,0,0,0,0,0,0,0,0
Merriwa,5,2,9,9,10,16,9,9,11,15,15,11
Merriwagga,1,0,1,1,1,2,1,0,0,0,1,0
Merrygoen,2,0,1,1,1,1,0,0,1,1,0,2
Merrylands,242,281,223,221,226,273,257,248,302,276,255,249
Merrylands West,48,42,45,30,38,36,42,33,39,48,32,26
Merungle Hill,2,2,0,1,1,0,0,0,0,1,0,1
Meryla,0,0,0,0,0,0,0,0,0,0,0,0
Metford,38,42,40,29,31,36,44,31,29,49,41,38
Methul,0,0,0,0,0,0,0,0,0,0,0,0
Metz,0,0,0,0,0,0,0,0,0,0,4,0
Miamley,0,0,0,0,0,0,0,0,0,0,0,0
Miandetta,1,0,0,0,1,0,3,0,0,0,5,0
Micalo Island,0,1,0,1,1,0,0,0,0,1,1,0
Michelago,2,2,0,1,0,5,3,0,0,0,0,3
Middle Arm,2,0,0,0,0,4,1,0,1,2,1,1
Middle Brook,0,0,0,0,4,2,1,0,1,0,0,0
Middle Brother,0,0,1,1,3,0,1,0,0,0,0,0
Middle Cove,1,3,0,2,0,2,1,1,2,3,1,1
Middle Dural,2,0,7,3,5,2,1,6,1,1,2,4
Middle Falbrook,0,0,0,0,0,0,0,0,0,0,0,0
Middle Flat,0,0,0,1,1,0,0,0,0,1,0,0
Middle Pocket,0,1,0,0,4,0,0,0,0,0,0,1
Middleton Grange,9,18,12,8,28,6,17,8,8,9,12,17
Middlingbank,0,0,0,1,0,0,0,0,0,0,0,1
Midginbil,0,0,0,0,0,0,0,0,0,0,2,0
Mihi,0,0,1,0,0,0,0,0,0,0,0,0
Mila,0,0,0,0,0,0,0,0,0,0,2,0
Milbrodale,0,1,0,0,0,1,0,0,0,0,0,1
Milbrulong,0,0,0,0,0,1,1,5,0,1,0,0
Milkers Flat,0,0,0,0,0,0,0,0,0,0,0,0
Millah Murrah,0,0,0,0,0,0,0,0,0,0,0,0
Millbank,0,0,0,4,4,0,0,1,0,1,0,0
Miller,65,61,53,42,43,51,50,83,69,66,69,44
Millers Forest,0,3,2,1,0,2,2,2,1,1,1,1
Millers Point,12,8,17,14,20,21,23,9,3,10,9,8
Millfield,2,11,0,3,2,1,4,2,6,3,0,2
Millie,0,0,0,0,0,0,0,0,0,0,0,0
Millingandi,0,0,3,1,0,0,0,0,2,5,2,0
Millthorpe,6,2,3,4,3,3,0,5,4,3,2,0
Milparinka,0,0,1,0,0,0,0,0,0,0,0,0
Milperra,10,14,15,11,13,25,14,9,19,9,10,18
Milroy (Gunnedah),1,1,0,2,0,3,1,0,0,0,1,0
Milroy (Mid-Western Regional),0,0,0,0,0,1,0,0,0,0,0,0
Milsons Passage,0,0,0,0,0,1,1,0,0,2,1,0
Milsons Point,14,15,6,14,23,8,19,4,13,12,4,8
Milton,1,6,5,8,1,9,7,1,1,3,7,2
Milvale,1,0,0,0,0,0,1,0,0,1,0,0
Mimosa,0,0,0,2,0,0,0,1,0,1,0,0
Minchinbury,24,22,40,18,26,28,31,29,28,43,46,24
Mindaribba,0,0,0,1,0,0,0,0,0,0,0,0
Mingoola,0,0,0,1,0,0,1,0,0,0,0,0
Minimbah,0,1,1,0,0,0,0,0,0,0,0,0
Minjary,0,3,0,0,1,0,1,2,0,2,1,0
Minmi,1,5,2,5,7,3,3,7,0,4,4,1
Minnamurra,1,4,0,4,3,0,6,4,1,0,6,1
Minnie Water,2,7,1,0,1,1,0,0,0,0,0,2
Minore,0,3,0,2,0,1,0,0,3,0,0,1
Minto,111,118,103,123,110,101,104,85,95,103,93,96
Minto Heights,2,1,2,0,4,3,2,5,4,1,6,4
Mirador,0,2,1,1,1,0,0,0,0,0,1,0
Miranda,184,202,168,194,173,132,176,139,165,165,163,191
Mirannie,0,0,0,0,0,0,0,0,0,0,0,0
Mirrabooka,1,3,2,2,2,6,1,2,3,1,1,0
Mirrool,0,2,1,0,0,0,0,0,0,1,0,0
Missabotti,1,1,3,2,4,1,3,1,1,0,0,1
Mitchell,6,2,5,1,12,5,7,3,2,9,3,13
Mitchells Flat,0,3,1,0,0,0,0,0,0,0,1,0
Mitchells Island,2,1,2,0,3,2,0,0,0,0,0,1
Mittagong,30,28,26,33,31,29,32,37,24,25,29,38
Moama,37,52,60,43,39,30,48,29,34,30,36,29
Modanville,0,2,0,0,0,0,0,5,0,1,0,0
Mogareeka,1,0,0,0,0,1,1,4,2,0,0,0
Mogendoura,0,0,0,0,0,1,0,0,0,0,0,0
Moggs Swamp,0,0,0,0,0,0,0,0,0,1,0,0
Mogilla,0,0,0,0,0,0,0,0,0,0,0,0
Mogo (Eurobodalla),1,4,7,5,1,1,3,1,5,16,5,4
Mogo (Mid-Western Regional),0,0,0,0,0,0,0,0,0,0,0,0
Mogo Creek,0,0,0,2,0,0,0,0,0,0,0,1
Mogood,0,3,0,0,1,0,0,0,0,0,0,0
Mograni,0,0,0,0,0,0,0,0,0,0,0,0
Mogriguy,0,0,0,0,0,1,0,0,1,0,2,0
Mole River,0,0,0,0,0,2,1,1,0,1,2,0
Moleville Creek,0,0,0,0,0,0,0,0,0,0,0,0
Mollyan,1,0,1,0,2,0,0,2,0,1,0,0
Mollymook,2,1,2,2,6,4,3,6,5,3,3,1
Mollymook Beach,4,7,2,2,3,7,2,4,2,3,3,3
Molong,10,16,10,12,7,12,7,6,3,4,10,1
Mona Vale,25,21,34,19,26,29,25,32,14,22,32,29
Monak,0,2,1,1,0,0,1,0,2,0,0,0
Monaltrie,0,0,2,0,1,0,1,1,0,0,0,0
Mondayong,0,0,0,0,0,0,0,0,0,1,0,0
Mondrook,0,3,0,0,0,0,0,1,1,0,0,0
Monga,0,0,0,0,0,0,0,0,0,0,0,0
Mongarlowe,0,0,0,0,0,0,0,0,1,0,0,0
Mongogarie,0,0,0,0,0,0,0,0,0,0,1,1
Monia Gap,0,0,0,0,1,0,0,0,0,0,0,0
Monivae,0,0,0,0,0,0,0,0,0,0,0,0
Monkerai,0,0,0,0,1,1,0,0,0,0,1,0
Monteagle,0,0,1,0,0,3,0,2,0,1,5,3
Montecollum,0,0,0,0,0,0,1,0,0,0,0,0
Montefiores,0,0,0,6,5,1,2,5,2,3,2,0
Monterey,4,7,6,14,15,15,9,8,6,8,3,7
Mooball,1,0,4,0,4,3,0,0,0,4,1,0
Moobi,0,0,0,0,0,0,0,1,0,0,0,0
Moogem,0,0,0,0,0,0,0,0,0,0,0,0
Mookerawa,0,1,0,0,0,0,0,0,0,0,0,0
Mookima Wybra,1,0,2,1,0,0,2,1,1,3,0,0
Moolarben,0,0,0,0,0,0,0,0,0,0,0,0
Moollattoo,0,0,0,0,0,0,0,0,0,0,0,0
Moolpa,1,0,1,0,0,1,3,0,0,0,0,2
Moombooldool,0,0,1,0,0,0,0,0,0,0,0,0
Moonan Brook,1,0,0,0,0,2,0,0,0,1,0,0
Moonan Flat,0,1,3,0,0,1,0,2,0,1,0,2
Moonbah,1,1,1,1,6,1,2,0,6,0,0,3
Moonbi,6,8,6,3,5,9,13,3,7,2,3,10
Mooneba,1,0,0,0,0,0,0,0,0,0,0,0
Moonee,0,0,0,0,0,2,0,0,0,0,0,0
Moonee Beach,9,21,5,7,13,15,14,14,14,5,8,14
Mooney Mooney,2,2,1,3,2,2,3,1,5,6,1,4
